"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Nov 26 2021","2459545","659620801","0.22","< 1.38e-6","-","-","-","156.75","1e-8","0","bin695.log"
"Dec 03 2021","2459552","660225601","0.21","< 3.17e-7","-","-","-","163.97","1e-8","0","bin696.log"
"Dec 10 2021","2459559","660830401","11.48","4.28e-7","1.79e-7","-3.8","-","170.98","1e-8","0","bin697.log"
"Dec 17 2021","2459566","661435201","19.55","5.82e-7","1.85e-7","-3.8","-","175.47","1e-8","0","bin698.log"
"Dec 24 2021","2459573","662040001","0.64","< 3.88e-7","-","-","-","171.13","1e-8","0","bin699.log"
"Dec 31 2021","2459580","662644801","0","< 2.15e-6","-","-","-","163.96","1e-8","0","bin700.log"
"Jan 07 2022","2459586","663249601","1.33","< 2.20e-6","-","-","-","156.44","1e-8","0","bin701.log"
"Jan 14 2022","2459593","663854401","11.17","6.12e-7","2.76e-7","-3.8","-","148.88","1e-8","0","bin702.log"
"Jan 21 2022","2459600","664459201","41.97","7.26e-7","1.64e-7","-3.8","-","141.40","1e-8","0","bin703.log"
"Jan 28 2022","2459607","665064001","7.53","3.46e-7","1.76e-7","-3.8","-","134.02","1e-8","0","bin704.log"
"Feb 04 2022","2459614","665668801","23.04","6.38e-7","1.85e-7","-3.8","-","126.78","1e-8","0","bin705.log"
"Feb 11 2022","2459621","666273601","30.15","7.36e-7","1.92e-7","-3.8","-","119.69","1e-8","0","bin706.log"
"Feb 18 2022","2459628","666878401","45.38","7.54e-7","1.61e-7","-3.8","-","112.74","1e-8","0","bin707.log"
"Feb 25 2022","2459635","667483201","67.46","8.97e-7","1.63e-7","-3.8","-","105.92","1e-8","0","bin708.log"
"Mar 04 2022","2459644","668088001","150.93","1.49e-6","1.80e-7","-3.8","-","99.23","1e-8","0","bin709.log"
"Mar 11 2022","2459651","668692801","73.79","1.04e-6","1.81e-7","-3.8","-","92.62","1e-8","0","bin710.log"
"Mar 18 2022","2459658","669297601","16.92","6.04e-7","2.15e-7","-3.8","-","86.09","1e-8","0","bin711.log"
"Mar 25 2022","2459665","669902401","11.32","4.50e-7","1.88e-7","-3.8","-","79.60","1e-8","0","bin712.log"
"Apr 01 2022","2459672","670507201","6.84","3.62e-7","1.94e-7","-3.8","-","73.14","1e-8","0","bin713.log"
"Apr 08 2022","2459679","671112001","1.89","< 4.07e-7","-","-","-","66.66","1e-8","0","bin714.log"
"Apr 15 2022","2459686","671716801","43.04","7.14e-7","1.65e-7","-3.8","-","60.15","1e-8","0","bin715.log"
"Apr 22 2022","2459693","672321601","35.32","6.96e-7","1.76e-7","-3.8","-","53.58","1e-8","0","bin716.log"
"Apr 29 2022","2459700","672926401","10.27","4.12e-7","1.80e-7","-3.8","-","46.93","1e-8","0","bin717.log"
"May 06 2022","2459707","673531201","59.3","1.06e-6","1.92e-7","-3.8","-","40.18","1e-8","0","bin718.log"
"May 13 2022","2459714","674136001","26.2","7.07e-7","1.99e-7","-3.8","-","33.34","1e-8","0","bin719.log"
"May 20 2022","2459721","674740801","9.19","3.86e-7","1.80e-7","-3.8","-","26.38","1e-8","0","bin720.log"
"May 27 2022","2459728","675345601","24.68","6.63e-7","1.88e-7","-3.8","-","19.32","1e-8","0","bin721.log"
"Jun 03 2022","2459735","675950401","70.41","1.17e-6","2.05e-7","-3.8","-","12.17","1e-8","0","bin722.log"
"Jun 10 2022","2459742","676555201","3.29","< 6.37e-5","-","-","-","4.95","1e-8","0","bin723.log"
"Jun 17 2022","2459749","677160001","37.01","3.43e-5","9.30e-6","-3.8","-","2.33","1e-8","0","bin724.log"
"Jun 24 2022","2459756","677764801","24.68","1.48e-6","4.70e-7","-3.8","-","9.60","1e-8","0","bin725.log"
"Jul 01 2022","2459763","678369601","104.22","1.37e-6","2.00e-7","-3.8","-","16.86","1e-8","0","bin726.log"
"Jul 08 2022","2459770","678974401","83.27","1.19e-6","1.94e-7","-3.8","-","24.07","1e-8","0","bin727.log"
"Jul 15 2022","2459777","679579201","199.22","1.88e-6","2.00e-7","-3.8","-","31.19","1e-8","0","bin728.log"
"Jul 22 2022","2459784","680184001","58.65","9.90e-7","1.91e-7","-3.8","-","38.21","1e-8","0","bin729.log"
"Jul 29 2022","2459791","680788801","36.21","7.69e-7","1.83e-7","-3.8","-","45.10","1e-8","0","bin730.log"
"Aug 05 2022","2459797","681393601","20.81","5.78e-7","1.80e-7","-3.8","-","51.87","1e-8","0","bin731.log"
"Aug 12 2022","2459804","681998401","14.61","4.14e-7","1.49e-7","-3.8","-","58.50","1e-8","0","bin732.log"
"Aug 19 2022","2459811","682603201","51.28","7.96e-7","1.53e-7","-3.8","-","65.02","1e-8","0","bin733.log"
"Aug 26 2022","2459818","683208001","75.31","1.09e-6","1.70e-7","-3.8","-","71.41","1e-8","0","bin734.log"
"Sep 02 2022","2459825","683812801","143.48","1.52e-6","1.80e-7","-3.8","-","77.72","1e-8","0","bin735.log"
"Sep 09 2022","2459832","684417601","73.05","9.65e-7","1.61e-7","-3.8","-","83.95","1e-8","0","bin736.log"
"Sep 16 2022","2459839","685022401","45.44","6.06e-7","1.25e-7","-3.8","-","90.14","1e-8","0","bin737.log"
"Sep 23 2022","2459846","685627201","17.41","4.37e-7","1.47e-7","-3.8","-","96.30","1e-8","0","bin738.log"
"Sep 30 2022","2459853","686232001","20.74","4.93e-7","1.49e-7","-3.8","-","102.48","1e-8","0","bin739.log"
"Oct 07 2022","2459860","686836801","11.77","3.40e-7","1.47e-7","-3.8","-","108.69","1e-8","0","bin740.log"
"Oct 14 2022","2459867","687441601","2.39","< 3.67e-7","-","-","-","114.98","1e-8","0","bin741.log"
"Oct 21 2022","2459874","688046401","21.22","5.61e-7","1.69e-7","-3.8","-","121.37","1e-8","0","bin742.log"
"Oct 28 2022","2459881","688651201","43.76","8.08e-7","1.66e-7","-3.8","-","127.88","1e-8","0","bin743.log"
"Nov 04 2022","2459888","689256001","10.05","3.81e-7","1.72e-7","-3.8","-","134.54","1e-8","0","bin744.log"
"Nov 11 2022","2459895","689860801","27.16","5.67e-7","1.54e-7","-3.8","-","141.36","1e-8","0","bin745.log"
"Nov 18 2022","2459902","690465601","0.88","< 9.07e-7","-","-","-","148.34","1e-8","0","bin746.log"
"Nov 25 2022","2459909","691070401","0","< 2.14e-6","-","-","-","155.47","1e-8","0","bin747.log"
"Dec 02 2022","2459916","691675201","46.22","2.68e-6","6.10e-7","-3.8","-","162.69","1e-8","0","bin748.log"
"Dec 09 2022","2459923","692280001","129.5","1.69e-6","2.10e-7","-3.8","-","169.78","1e-8","0","bin749.log"
"Dec 23 2022","2459937","693489601","33.59","7.85e-7","1.82e-7","-3.8","-","172.29","1e-8","0","bin751.log"
"Dec 30 2022","2459944","694094401","21.1","8.01e-7","2.39e-7","-3.8","-","165.28","1e-8","0","bin752.log"
"Jan 06 2023","2459951","694699201","4.91","7.81e-7","4.76e-7","-3.8","-","157.78","1e-8","0","bin753.log"
"Jan 13 2023","2459958","695304001","12.26","1.34e-6","6.70e-7","-3.8","-","150.22","1e-8","0","bin754.log"
"Jan 20 2023","2459965","695908801","7.8","3.43e-7","1.78e-7","-3.8","-","142.72","1e-8","0","bin755.log"
"Jan 27 2023","2459972","696513601","0","< 1.84e-7","-","-","-","135.32","1e-8","0","bin756.log"
"Feb 03 2023","2459978","697118401","15.97","4.69e-7","1.65e-7","-3.8","-","128.05","1e-8","0","bin757.log"
"Feb 10 2023","2459985","697723201","32.39","7.38e-7","1.75e-7","-3.8","-","120.93","1e-8","0","bin758.log"
"Feb 17 2023","2459992","698328001","6.52","3.05e-7","1.67e-7","-3.8","-","113.96","1e-8","0","bin759.log"
"Feb 24 2023","2459999","698932801","7.88","2.68e-7","1.36e-7","-3.8","-","107.12","1e-8","0","bin760.log"
"Mar 03 2023","2460009","699537601","43.16","6.91e-7","1.46e-7","-3.8","-","100.41","1e-8","0","bin761.log"
"Mar 10 2023","2460016","700142401","44.87","7.23e-7","1.47e-7","-3.8","-","93.79","1e-8","0","bin762.log"
"Mar 17 2023","2460023","700747201","22.27","4.62e-7","1.37e-7","-3.8","-","87.25","1e-8","0","bin763.log"
"Mar 24 2023","2460030","701352001","31.35","6.98e-7","1.73e-7","-3.8","-","80.75","1e-8","0","bin764.log"
"Mar 31 2023","2460037","701956801","41.89","8.48e-7","1.77e-7","-3.8","-","74.28","1e-8","0","bin765.log"
"Apr 07 2023","2460043","702561601","23","6.57e-7","1.85e-7","-3.8","-","67.81","1e-8","0","bin766.log"
